Geneid	wt-phage-35_R1	wt-phage-35_R3	wt-phage-35_R4	wt-phage-35_R5	wt-phage-60_R1	wt-phage-60_R2	wt-phage-60_R3	wt-phage-60_R4	wt-phage-120_R1	wt-phage-120_R2	wt-phage-120_R3	wt-phage-120_R4	Entity	Symbol	is_outlier	outlier_info
gene-R0792_RS12545	286	327	383	275	136	449	419	297	461	293	432	328	host	gene-R0792_RS12545	False	
gene-R0792_RS24365	48	39	24	32	32	55	50	46	97	77	134	108	host	gene-R0792_RS24365	False	
gene-R0792_RS08455	3	11	8	5	1	8	3	7	7	5	4	3	host	gene-R0792_RS08455	False	
gene-R0792_RS21715	56	87	99	70	33	97	76	69	110	46	86	61	host	hemF	False	
gene-R0792_RS05735	11	8	11	12	7	17	20	9	9	12	10	6	host	gene-R0792_RS05735	False	
gene-R0792_RS12445	84	70	100	88	37	106	102	69	113	57	95	62	host	gene-R0792_RS12445	False	
gene-R0792_RS19045	92	115	138	124	49	158	116	90	141	74	115	77	host	gene-R0792_RS19045	False	
gene-R0792_RS24610	27	21	38	21	7	36	28	22	37	17	24	14	host	gene-R0792_RS24610	False	
gene-R0792_RS16390	16	16	23	18	9	22	15	13	27	5	18	10	host	gene-R0792_RS16390	False	
gene-R0792_RS18440	127	156	169	158	75	145	142	101	124	69	131	100	host	gene-R0792_RS18440	False	
gene-R0792_RS16710	16	25	26	19	15	19	23	26	24	18	23	14	host	sfnG	False	
gene-R0792_RS09555	424	433	461	380	198	517	397	367	324	192	295	257	host	nuoH	False	
gene-R0792_RS28670	202	248	248	198	115	274	228	164	278	190	240	207	host	mexW	False	
gene-R0792_RS00185	95	106	132	85	42	103	86	66	96	44	79	56	host	astD	False	
gene-R0792_RS09270	111	142	129	155	65	137	135	103	182	65	130	79	host	pqsH	False	
gene-R0792_RS28100	127	177	159	150	88	218	179	133	209	121	172	111	host	gene-R0792_RS28100	False	
gene-R0792_RS10950	16	14	26	21	4	17	5	12	12	5	3	7	host	atuC	False	
gene-R0792_RS19250	16	14	17	14	7	14	14	12	20	7	11	7	host	gene-R0792_RS19250	False	
gene-R0792_RS18425	72	101	103	86	47	120	84	79	113	58	97	76	host	gene-R0792_RS18425	False	
gene-R0792_RS03510	309	320	225	248	218	254	176	220	128	125	153	166	host	gene-R0792_RS03510_gene_ffs	False	
gene-R0792_RS07345	9	14	11	8	3	7	9	7	3	3	1	2	host	gene-R0792_RS07345	False	
gene-R0792_RS10905	53	69	80	38	25	75	72	31	71	35	54	26	host	gene-R0792_RS10905	False	
gene-R0792_RS24540	400	484	447	430	249	602	521	400	505	297	440	391	host	gene-R0792_RS24540	False	
gene-R0792_RS24860	31	34	36	25	19	41	30	42	42	31	39	27	host	aruR	False	
gene-R0792_RS05115	116	136	146	138	47	202	159	110	284	120	184	137	host	gene-R0792_RS05115	False	
gene-R0792_RS00195	163	154	189	145	96	178	160	119	149	100	142	135	host	gene-R0792_RS00195	False	
gene-R0792_RS12530	225	220	187	186	130	247	205	183	193	132	235	197	host	gene-R0792_RS12530	False	
gene-R0792_RS15690	178	177	164	157	171	231	206	156	158	122	154	150	host	gene-R0792_RS15690	False	
gene-R0792_RS27655	38	36	27	36	19	39	47	47	60	20	40	31	host	gene-R0792_RS27655	False	
gene-R0792_RS07810	10	19	21	24	3	10	13	7	9	5	10	2	host	gene-R0792_RS07810	False	
gene-R0792_RS18635	66	85	95	65	40	74	80	68	68	37	63	60	host	gene-R0792_RS18635	False	
gene-R0792_RS15955	231	207	148	181	156	208	201	203	244	159	232	233	host	trmJ	False	
gene-R0792_RS03320	17	16	24	21	6	26	31	19	31	14	40	21	host	muiA	False	
gene-R0792_RS21350	109	140	144	118	101	193	172	129	160	124	189	159	host	tas1	False	
gene-R0792_RS18715	58	88	88	86	48	100	84	61	139	48	95	61	host	gene-R0792_RS18715	False	
gene-R0792_RS21235	42	63	54	46	25	47	59	34	70	42	40	36	host	gene-R0792_RS21235	False	
gene-R0792_RS23800	34	55	33	39	18	62	58	39	72	36	50	34	host	gene-R0792_RS23800	False	
gene-R0792_RS19310	364	475	458	433	170	435	382	301	360	212	339	261	host	gene-R0792_RS19310	False	
gene-R0792_RS20970	5	8	7	9	3	8	9	3	14	15	20	6	host	gene-R0792_RS20970	False	
gene-R0792_RS20575	29	54	55	35	16	62	51	33	50	23	42	37	host	hudA	False	
gene-R0792_RS24490	64	79	77	78	28	98	77	57	86	53	87	59	host	phaZ	False	
gene-R0792_RS27690	403	374	320	312	343	476	335	389	342	292	426	413	host	crpP	False	
gene-R0792_RS11865	215	225	265	219	88	233	187	152	177	117	179	149	host	gene-R0792_RS11865	False	
gene-R0792_RS20895	11	18	11	10	4	14	13	14	14	4	4	10	host	atsA	False	
gene-R0792_RS04690	56	91	90	92	33	114	92	70	117	79	98	82	host	gene-R0792_RS04690	False	
gene-R0792_RS25965	45	54	44	51	25	58	52	50	55	31	50	43	host	gene-R0792_RS25965	False	
gene-R0792_RS25845	116	156	165	129	56	161	163	98	201	105	173	126	host	gene-R0792_RS25845	False	
gene-R0792_RS05595	1	0	4	8	2	1	3	0	1	1	0	0	host	gene-R0792_RS05595	False	
gene-R0792_RS29205	2	7	6	6	3	6	5	7	4	1	5	1	host	vreA	False	
gene-R0792_RS27795	13	14	5	11	15	16	12	3	20	7	9	6	host	gene-R0792_RS27795	False	
gene-R0792_RS17510	331	342	278	257	202	317	257	228	259	160	255	205	host	gene-R0792_RS17510	False	
gene-R0792_RS16150	159	179	168	122	70	176	132	135	186	103	177	128	host	gene-R0792_RS16150_gene_yejK	False	
gene-R0792_RS13455	442	561	472	433	273	590	561	398	512	278	468	345	host	hsbA	False	
gene-R0792_RS02250	8	13	25	14	8	18	16	15	23	6	17	8	host	gene-R0792_RS02250	False	
gene-R0792_RS16925	454	539	448	417	273	624	496	477	494	308	431	402	host	lipB	False	
gene-R0792_RS10000	41	63	65	60	28	59	55	42	67	35	62	42	host	gene-R0792_RS10000	False	
gene-R0792_RS25895	84	109	90	95	69	133	86	81	120	52	85	75	host	yedA	False	
gene-R0792_RS07635	69	104	121	98	54	86	91	64	76	30	50	42	host	gene-R0792_RS07635	False	
gene-R0792_RS15015	92	93	112	86	46	103	101	72	103	46	62	39	host	gene-R0792_RS15015	False	
gene-R0792_RS10850	56	77	46	52	27	80	60	59	76	38	62	44	host	gene-R0792_RS10850	False	
gene-R0792_RS18850	136	155	161	140	124	146	141	129	190	154	186	161	host	gene-R0792_RS18850	False	
gene-R0792_RS22785	11	18	15	5	3	16	13	13	20	14	10	4	host	gene-R0792_RS22785	False	
gene-R0792_RS10545	6	15	8	2	5	8	5	10	12	3	6	2	host	gene-R0792_RS10545	False	
gene-R0792_RS20375	7	4	5	4	1	10	8	7	12	5	11	5	host	gene-R0792_RS20375	False	
gene-R0792_RS25600	143	185	226	237	88	261	226	156	366	208	312	226	host	speA	False	
gene-R0792_RS13585	82	103	85	75	56	124	116	89	109	99	164	112	host	gene-R0792_RS13585	False	
gene-R0792_RS17305	6	11	8	2	2	15	12	10	10	11	12	13	host	gene-R0792_RS17305	False	
gene-R0792_RS28575	96	124	132	119	62	118	109	76	169	97	129	82	host	ampG	False	
gene-R0792_RS00780	514	542	577	498	274	614	513	412	673	375	591	539	host	bamC	False	
gene-R0792_RS08890	109	109	119	84	65	100	110	94	155	74	134	111	host	gene-R0792_RS08890	False	
gene-R0792_RS08715	30	53	61	36	34	66	61	56	87	46	74	63	host	muxA	False	
gene-R0792_RS11705	9	4	9	8	3	9	9	4	14	6	8	5	host	gene-R0792_RS11705	False	
gene-R0792_RS03215	161	255	237	207	81	283	259	148	269	129	231	189	host	gene-R0792_RS03215	False	
gene-R0792_RS06065	21	29	39	37	14	40	37	26	60	14	36	30	host	mexY	False	
gene-R0792_RS06580	83	81	84	91	29	105	81	65	65	33	42	36	host	gene-R0792_RS06580	False	
gene-R0792_RS07955	26	23	24	12	15	33	23	17	36	18	32	19	host	pvdT	False	
gene-R0792_RS14830	31	44	42	32	22	49	29	28	27	16	44	26	host	gfnR	False	
gene-R0792_RS25265	7	6	8	13	1	15	11	7	6	7	12	3	host	gene-R0792_RS25265	False	
gene-R0792_RS13695	69	108	70	75	29	66	68	44	40	27	41	31	host	nosR	False	
gene-R0792_RS28685	35	29	45	32	17	51	49	27	82	41	70	42	host	gene-R0792_RS28685	False	
gene-R0792_RS13720	7	8	7	11	3	8	5	3	15	3	8	7	host	gene-R0792_RS13720	False	
gene-R0792_RS27160	409	393	333	302	341	430	335	336	348	369	461	451	host	gene-R0792_RS27160_gene_pilV	False	
gene-R0792_RS11850	25	25	17	24	9	26	29	23	23	12	37	7	host	gene-R0792_RS11850	False	
gene-R0792_RS03370	29	36	31	33	19	38	38	26	50	29	40	27	host	gene-R0792_RS03370	False	
gene-R0792_RS19120	2	2	1	6	1	2	1	1	2	4	1	1	host	gene-R0792_RS19120	False	
gene-DMS3-14	11	8	8	6	15	38	44	28	59	16	38	29	phage	gene-DMS3-14	False	
gene-R0792_RS12395	16	8	19	14	9	20	28	16	21	14	14	16	host	gene-R0792_RS12395	False	
gene-R0792_RS15840	114	87	90	95	63	102	103	76	92	84	91	104	host	gene-R0792_RS15840	False	
gene-R0792_RS17475	44	24	42	24	33	33	30	28	36	28	39	34	host	ampR	False	
gene-R0792_RS30020	34	44	35	40	40	57	48	39	33	27	49	50	host	gene-R0792_RS30020	False	
gene-R0792_RS04215	77	86	57	56	59	102	86	71	86	49	84	70	host	gene-R0792_RS04215_gene_tssG	False	
gene-R0792_RS21400	142	130	148	164	100	175	137	144	138	87	168	114	host	gene-R0792_RS21400_gene_tssC	False	
gene-R0792_RS07605	43	41	47	47	32	74	50	36	46	27	55	47	host	gene-R0792_RS07605	False	
gene-R0792_RS05635	28	26	13	32	11	25	29	17	23	12	21	19	host	gene-R0792_RS05635	False	
gene-R0792_RS02885	9	11	11	16	8	12	14	6	21	5	18	13	host	gene-R0792_RS02885	False	
gene-R0792_RS16775	60	62	48	61	37	61	50	44	50	41	70	68	host	gene-R0792_RS16775	False	
gene-R0792_RS21565	498	486	366	355	262	407	318	282	285	172	292	249	host	gene-R0792_RS21565	False	
gene-R0792_RS24605	137	135	152	115	53	147	153	115	195	90	189	125	host	hemE	False	
gene-R0792_RS13555	19	19	23	24	13	26	25	22	26	17	32	23	host	gene-R0792_RS13555	False	
gene-R0792_RS25940	103	111	120	113	40	113	88	90	66	37	77	45	host	gene-R0792_RS25940	False	
gene-R0792_RS04740	20	23	33	26	18	24	30	22	32	20	35	16	host	gene-R0792_RS04740	False	
gene-R0792_RS08140	366	419	382	320	276	450	348	309	217	137	226	179	host	cas6f	False	
gene-R0792_RS20155	543	512	573	506	329	689	603	483	557	364	609	482	host	serA	False	
gene-R0792_RS18095	496	443	440	436	285	521	435	378	504	298	470	390	host	ssb	False	
gene-R0792_RS06955	13	13	9	8	3	16	8	7	13	12	11	9	host	gene-R0792_RS06955	False	
gene-R0792_RS13155	75	72	65	68	97	103	81	83	80	93	99	90	host	gene-R0792_RS13155	False	
gene-R0792_RS28355	67	79	57	52	30	70	67	38	73	37	84	57	host	gene-R0792_RS28355	False	
gene-R0792_RS16825	28	27	37	30	16	39	42	13	31	13	24	23	host	thiE	False	
gene-R0792_RS06730	5	9	14	10	3	14	14	12	17	6	11	5	host	glgB	False	
gene-R0792_RS04780	255	248	264	217	123	295	241	217	270	180	244	234	host	gene-R0792_RS04780	False	
gene-R0792_RS24100	164	175	195	174	84	208	203	147	250	128	230	151	host	cptA	False	
gene-R0792_RS06055	85	76	114	64	51	127	131	93	186	64	130	99	host	gene-R0792_RS06055	False	
gene-R0792_RS16265	18	14	17	18	7	23	21	11	15	9	16	14	host	gene-R0792_RS16265_gene_moaA	False	
gene-R0792_RS01025	84	100	104	82	41	135	102	69	132	57	113	92	host	gene-R0792_RS01025	False	
gene-R0792_RS16480	15	19	13	12	7	11	8	5	11	10	6	10	host	gene-R0792_RS16480	False	
gene-R0792_RS03560	31	26	26	32	17	52	46	36	170	68	129	97	host	mdtI	False	
gene-R0792_RS17135	99	112	110	79	54	144	102	118	130	73	119	106	host	gene-R0792_RS17135	False	
gene-R0792_RS08515	20	13	16	12	4	21	16	12	19	4	14	9	host	gene-R0792_RS08515	False	
gene-R0792_RS17265	27	42	45	32	22	42	36	32	58	34	51	36	host	gene-R0792_RS17265	False	
gene-R0792_RS22675	59	59	58	43	45	63	51	41	51	33	53	46	host	gene-R0792_RS22675	False	
gene-R0792_RS02710	70	66	71	60	46	82	72	64	61	32	64	65	host	gene-R0792_RS02710	False	
gene-R0792_RS24085	111	150	117	137	74	117	118	98	163	95	147	131	host	gene-R0792_RS24085	False	
gene-R0792_RS26960	71	73	79	72	33	67	59	45	88	52	58	60	host	praA	False	
gene-R0792_RS28560	64	48	48	41	26	46	31	32	47	32	51	56	host	gene-R0792_RS28560	False	
gene-R0792_RS05465	430	472	467	355	168	216	184	210	43	43	63	61	host	gene-R0792_RS05465_gene_phzB	False	
gene-R0792_RS18630	181	224	262	185	89	233	219	178	235	129	184	142	host	gene-R0792_RS18630	False	
gene-R0792_RS06185	180	220	217	191	109	281	234	196	321	207	292	247	host	sstT	False	
gene-R0792_RS29380	14	15	12	12	3	20	12	8	6	6	13	4	host	gene-R0792_RS29380	False	
gene-R0792_RS07305	1	3	4	1	1	8	7	2	8	1	2	5	host	pvcB	False	
gene-R0792_RS27065	34	27	25	26	17	32	32	25	27	24	29	21	host	gene-R0792_RS27065	False	
gene-R0792_RS05710	210	245	239	220	94	239	160	148	149	85	132	110	host	gene-R0792_RS05710	False	
gene-R0792_RS20695	30	35	41	25	13	31	29	24	30	13	35	23	host	gene-R0792_RS20695	False	
gene-R0792_RS23980	44	58	56	39	15	42	51	31	75	53	72	59	host	gene-R0792_RS23980	False	
gene-R0792_RS16200	38	40	45	29	18	41	34	23	45	36	37	42	host	gene-R0792_RS16200	False	
gene-R0792_RS23360	57	61	78	58	22	88	75	52	92	38	77	66	host	gene-R0792_RS23360	False	
gene-R0792_RS17100	149	188	175	160	89	217	192	167	252	128	203	162	host	gene-R0792_RS17100	False	
gene-R0792_RS25525	126	141	180	137	83	219	166	130	239	124	186	156	host	purH	False	
gene-R0792_RS11900	46	48	53	38	22	43	45	33	53	27	52	42	host	gene-R0792_RS11900	False	
gene-R0792_RS04550	437	484	505	376	199	505	414	335	456	226	367	275	host	gene-R0792_RS04550	False	
gene-R0792_RS15140	351	396	403	355	277	628	542	387	566	351	501	405	host	gene-R0792_RS15140	False	
gene-R0792_RS16085	36	31	43	24	12	28	31	14	37	19	32	27	host	gene-R0792_RS16085	False	
gene-R0792_RS18785	21	43	62	54	17	68	50	43	73	40	54	38	host	gene-R0792_RS18785	False	
gene-R0792_RS07650	34	28	28	32	7	36	24	26	34	13	20	20	host	gene-R0792_RS07650	False	
gene-R0792_RS20655	1	1	5	0	0	5	2	1	6	3	0	3	host	gene-R0792_RS20655	False	
gene-R0792_RS14525	80	111	110	93	30	89	73	172	65	45	66	43	host	gene-R0792_RS14525_gene_mmsB	False	
gene-R0792_RS00170	283	377	354	352	178	423	390	307	577	286	504	406	host	aruC	False	
gene-R0792_RS18420	77	73	70	55	55	73	75	64	81	56	80	62	host	hemJ	False	
gene-R0792_RS26595	47	61	56	42	54	144	130	84	323	149	276	243	host	gene-R0792_RS26595	False	
gene-R0792_RS29770	46	38	28	37	46	61	51	31	63	43	57	60	host	gene-R0792_RS29770	False	
gene-R0792_RS16515	50	66	90	48	35	88	68	50	91	45	78	58	host	moaC	False	
gene-R0792_RS14840	320	372	347	259	196	386	319	290	254	162	269	179	host	yedF	False	
gene-R0792_RS10285	64	85	89	70	24	92	74	47	81	65	83	54	host	gene-R0792_RS10285	False	
gene-R0792_RS26300	34	47	52	26	21	63	62	34	60	35	52	23	host	gene-R0792_RS26300	False	
gene-R0792_RS11675	19	23	19	21	11	19	15	13	31	12	12	16	host	mobA	False	
gene-R0792_RS19440	145	129	131	122	57	199	150	109	140	89	117	99	host	gene-R0792_RS19440	False	
gene-R0792_RS12500	159	229	220	180	112	230	223	139	341	198	278	182	host	edd	False	
gene-R0792_RS13370	18	24	34	23	5	19	17	15	11	6	10	10	host	gene-R0792_RS13370	False	
gene-R0792_RS12255	57	44	29	46	32	61	52	53	38	36	33	41	host	gene-R0792_RS12255	False	
gene-R0792_RS22075	56	84	85	77	34	77	68	49	76	39	79	64	host	gene-R0792_RS22075	False	
gene-R0792_RS25930	88	111	137	95	34	84	83	82	37	20	38	23	host	pmrB	False	
gene-R0792_RS18545	315	479	474	468	203	570	382	400	468	292	372	351	host	gene-R0792_RS18545	False	
gene-R0792_RS04270	77	107	80	74	34	113	79	75	86	45	76	65	host	gene-R0792_RS04270	False	
gene-R0792_RS07225	3	4	5	3	1	5	8	3	0	1	3	2	host	gene-R0792_RS07225	False	
gene-R0792_RS03175	150	173	147	129	123	196	178	155	140	91	145	134	host	gene-R0792_RS03175	False	
gene-R0792_RS02605	17	23	26	33	12	50	31	31	19	15	31	17	host	gene-R0792_RS02605	False	
gene-R0792_RS29965	5	15	12	7	1	8	5	8	11	7	9	9	host	gene-R0792_RS29965	False	
gene-R0792_RS17690	3	3	6	4	1	3	4	3	7	5	4	2	host	gene-R0792_RS17690	False	
gene-R0792_RS00850	9	9	21	15	5	17	16	10	14	10	12	7	host	gene-R0792_RS00850	False	
gene-R0792_RS18830	206	236	282	226	118	290	268	171	224	110	189	152	host	gene-R0792_RS18830	False	
gene-R0792_RS06465	0	2	0	0	0	0	0	0	2	0	0	2	host	gene-R0792_RS06465	False	
gene-R0792_RS08035	5	9	1	5	6	2	5	7	10	7	11	4	host	gene-R0792_RS08035	False	
gene-R0792_RS09800	247	356	321	241	207	347	297	261	222	156	197	194	host	gene-R0792_RS09800	False	
gene-R0792_RS06475	0	0	2	0	2	2	1	2	2	2	2	3	host	gene-R0792_RS06475	False	
gene-R0792_RS06805	2	4	6	5	0	2	2	7	3	0	3	2	host	gene-R0792_RS06805	False	
gene-R0792_RS29495	284	310	271	273	184	356	245	255	240	198	317	233	host	gene-R0792_RS29495	False	
gene-R0792_RS24950	25	41	39	41	15	40	44	25	55	28	34	22	host	gene-R0792_RS24950	False	
gene-R0792_RS00205	64	52	56	43	48	56	58	41	83	41	79	51	host	ltaE	False	
gene-R0792_RS07865	84	82	74	62	52	98	75	67	52	47	82	64	host	gene-R0792_RS07865	False	
gene-R0792_RS23295	42	40	42	38	25	56	43	45	55	48	60	47	host	gene-R0792_RS23295	False	
gene-R0792_RS08190	6	18	16	6	3	9	9	8	12	1	6	9	host	gene-R0792_RS08190	False	
gene-R0792_RS02215	9	5	18	7	5	13	7	6	6	4	14	6	host	gene-R0792_RS02215	False	
gene-R0792_RS11545	150	172	195	177	98	197	171	126	287	140	230	183	host	gene-R0792_RS11545	False	
gene-R0792_RS18790	53	85	73	83	35	117	105	64	178	101	145	104	host	gene-R0792_RS18790_gene_folK	False	
gene-R0792_RS01110	126	153	135	105	40	121	94	67	101	69	102	89	host	gene-R0792_RS01110	False	
gene-R0792_RS14715	11	15	11	9	7	17	14	12	27	16	17	17	host	gene-R0792_RS14715	False	
gene-R0792_RS00345	44	65	66	53	21	47	49	36	58	25	45	50	host	gene-R0792_RS00345	False	
gene-R0792_RS21145	60	59	76	51	43	66	75	63	89	51	80	55	host	gene-R0792_RS21145_gene_guaD	False	
gene-R0792_RS26320	114	142	144	120	65	185	165	109	196	72	124	98	host	gene-R0792_RS26320	False	
gene-R0792_RS12690	63	104	130	83	24	84	87	59	120	44	92	57	host	gene-R0792_RS12690	False	
gene-R0792_RS17625	254	296	232	227	256	303	201	216	244	210	254	239	host	gene-R0792_RS17625	False	
gene-R0792_RS09970	8	22	18	14	9	17	12	14	14	4	8	10	host	gene-R0792_RS09970	False	
gene-R0792_RS24415	24	37	49	21	13	31	27	19	32	28	32	25	host	gene-R0792_RS24415	False	
gene-R0792_RS25775	20	9	19	20	5	21	24	21	31	14	17	14	host	gene-R0792_RS25775	False	
gene-R0792_RS20295	22	31	41	32	19	48	34	26	39	22	37	43	host	gene-R0792_RS20295	False	
gene-R0792_RS30220	420	450	449	395	303	590	523	401	635	361	593	478	host	gene-R0792_RS30220	False	
gene-R0792_RS05065	44	46	41	41	18	45	37	28	52	22	38	37	host	gene-R0792_RS05065	False	
gene-R0792_RS13340	9	21	19	19	6	16	9	8	18	11	15	11	host	gene-R0792_RS13340	False	
gene-R0792_RS04830	4	2	5	3	3	4	1	3	2	2	2	0	host	gene-R0792_RS04830	False	
gene-R0792_RS01870	93	121	125	99	62	118	142	108	151	72	131	86	host	kefB	False	
gene-R0792_RS14355	54	37	68	54	14	62	44	36	71	33	49	28	host	gene-R0792_RS14355	False	
gene-R0792_RS09965	0	3	2	1	3	4	1	0	3	5	2	1	host	gene-R0792_RS09965	False	
gene-R0792_RS26650	194	202	201	182	98	292	260	174	344	172	274	186	host	gene-R0792_RS26650	False	
gene-R0792_RS15550	71	72	60	69	40	93	73	56	74	39	69	71	host	gene-R0792_RS15550	False	
gene-R0792_RS08420	5	2	4	1	4	8	5	5	5	3	4	4	host	gtdA	False	
gene-R0792_RS19935	327	383	403	353	168	386	312	256	400	184	283	236	host	gene-R0792_RS19935	False	
gene-R0792_RS12700	111	113	154	124	78	141	134	78	113	62	100	85	host	ppiA	False	
gene-R0792_RS02670	90	96	134	110	42	111	103	78	127	73	91	60	host	pmpM	False	
gene-R0792_RS24225	78	106	109	100	43	146	110	75	134	45	91	70	host	gene-R0792_RS24225	False	
gene-R0792_RS22325	16	19	18	15	4	23	14	12	29	7	11	9	host	gene-R0792_RS22325	False	
gene-R0792_RS22480	153	175	216	171	74	187	193	144	275	125	218	190	host	gene-R0792_RS22480	False	
gene-R0792_RS01785	87	83	69	52	53	81	63	52	74	59	72	73	host	gene-R0792_RS01785	False	
gene-R0792_RS13090	26	31	22	20	13	36	29	29	30	10	19	25	host	oprP	False	
gene-R0792_RS11080	7	11	7	7	3	13	7	2	10	6	6	12	host	gene-R0792_RS11080	False	
gene-R0792_RS25610	18	22	27	12	17	38	15	15	38	17	41	26	host	cntO	False	
gene-R0792_RS09370	19	23	28	17	12	27	26	11	30	4	19	14	host	tusC	False	
gene-R0792_RS23145	102	100	110	82	72	101	113	99	129	109	141	125	host	gene-R0792_RS23145	False	
gene-R0792_RS02280	72	69	79	95	71	126	117	82	382	133	236	197	host	gene-R0792_RS02280	False	
gene-R0792_RS21275	335	456	414	344	246	593	485	380	446	197	393	288	host	gene-R0792_RS21275	False	
gene-R0792_RS19470	32	42	74	53	12	50	57	46	96	15	54	33	host	gene-R0792_RS19470	False	
gene-R0792_RS25220	11	18	19	12	2	17	11	9	21	9	16	12	host	gene-R0792_RS25220	False	
gene-R0792_RS29940	51	51	62	51	21	63	61	46	51	31	46	26	host	gene-R0792_RS29940	False	
gene-R0792_RS02315	53	93	79	80	64	142	106	108	136	87	170	101	host	gene-R0792_RS02315	False	
gene-R0792_RS13560	476	443	382	263	337	316	226	280	176	175	231	228	host	gene-R0792_RS13560	False	
gene-R0792_RS22730	13	11	8	7	11	9	9	10	11	6	8	9	host	gene-R0792_RS22730	False	
gene-R0792_RS23320	66	53	64	56	14	88	45	50	81	40	60	60	host	gene-R0792_RS23320_gene_xerC	False	
gene-R0792_RS01200	136	150	147	147	71	184	141	123	144	86	164	99	host	gene-R0792_RS01200	False	
gene-R0792_RS12675	35	39	31	36	22	35	29	30	42	21	35	30	host	gene-R0792_RS12675	False	
gene-R0792_RS17850	23	30	23	13	14	30	20	13	32	30	32	27	host	eftM	False	
gene-R0792_RS13725	504	446	442	448	294	588	465	428	516	332	450	390	host	fpr	False	
gene-R0792_RS23950	14	5	6	1	4	10	3	11	9	17	5	9	host	gene-R0792_RS23950	False	
gene-R0792_RS30235	63	78	76	81	21	63	58	46	85	35	69	47	host	gene-R0792_RS30235	False	
gene-R0792_RS18525	56	61	117	67	22	68	58	43	85	45	66	63	host	gene-R0792_RS18525	False	
gene-R0792_RS05780	121	121	121	124	60	157	123	118	139	91	136	81	host	gene-R0792_RS05780	False	
gene-R0792_RS07015	15	1	8	3	5	8	8	7	10	2	4	8	host	gene-R0792_RS07015	False	
gene-R0792_RS21020	269	315	276	299	123	259	217	202	204	109	187	157	host	triC	False	
gene-R0792_RS29040	29	35	51	30	11	25	19	19	19	12	12	14	host	tadZ	False	
gene-R0792_RS12175	30	30	27	32	9	39	36	17	36	25	27	19	host	gene-R0792_RS12175	False	
gene-R0792_RS06905	119	146	129	111	48	127	76	75	103	54	81	65	host	hcnC	False	
gene-R0792_RS25645	5	8	7	7	4	5	7	7	4	4	3	2	host	gene-R0792_RS25645	False	
gene-R0792_RS11155	45	53	37	35	21	46	41	34	49	16	25	25	host	gene-R0792_RS11155	False	
gene-R0792_RS29825	24	33	35	29	13	59	34	23	49	22	33	27	host	gene-R0792_RS29825	False	
gene-R0792_RS15285	205	203	231	210	148	380	291	245	344	188	319	268	host	nalC	False	
gene-R0792_RS05360	30	33	55	46	5	43	39	28	37	12	23	10	host	gene-R0792_RS05360	False	
gene-R0792_RS08605	3	3	6	1	2	5	4	2	2	1	2	3	host	catA	False	
gene-R0792_RS05040	246	283	236	200	102	273	248	204	233	131	214	169	host	gene-R0792_RS05040	False	
gene-R0792_RS20190	36	44	45	32	16	51	40	31	53	18	59	41	host	gene-R0792_RS20190	False	
gene-R0792_RS00520	511	606	565	512	331	654	534	475	538	319	464	410	host	gene-R0792_RS00520	False	
gene-R0792_RS17235	10	10	14	15	3	14	9	10	20	12	12	10	host	gene-R0792_RS17235	False	
gene-R0792_RS21785	20	20	23	17	11	29	22	19	32	21	33	30	host	gene-R0792_RS21785	False	
gene-R0792_RS27685	378	354	339	267	270	390	304	335	259	223	294	253	host	gene-R0792_RS27685_gene_topA	False	
gene-R0792_RS18485	279	330	285	288	291	360	243	305	237	283	312	307	host	gene-R0792_RS18485	False	
gene-R0792_RS17490	184	220	212	161	77	205	186	122	156	87	137	105	host	gene-R0792_RS17490	False	
gene-R0792_RS17600	196	218	206	182	123	256	255	188	256	127	247	172	host	gene-R0792_RS17600	False	
gene-R0792_RS07490	10	5	12	5	3	5	6	5	6	4	3	8	host	gene-R0792_RS07490	False	
gene-R0792_RS18355	293	300	245	215	209	272	256	223	255	200	268	265	host	birA	False	
gene-R0792_RS30180	30	34	24	26	24	38	27	22	38	21	41	31	host	gene-R0792_RS30180	False	
gene-R0792_RS04405	20	24	17	23	7	15	17	12	11	11	15	12	host	popN	False	
gene-R0792_RS12800	33	40	23	27	27	32	22	35	17	33	26	21	host	gene-R0792_RS12800	False	
gene-R0792_RS12935	9	10	13	8	7	14	11	6	6	3	6	5	host	gene-R0792_RS12935	False	
gene-R0792_RS02220	49	70	75	49	29	66	63	53	96	59	78	56	host	btuB	False	
gene-R0792_RS01915	15	19	14	6	3	15	17	13	5	6	10	3	host	gene-R0792_RS01915	False	
gene-DMS3-23	1	2	1	3	6	9	4	10	28	39	36	34	phage	gene-DMS3-23	False	
gene-R0792_RS27205	56	71	78	61	27	73	54	39	94	33	70	47	host	pgeF	False	
gene-R0792_RS00755	60	51	49	41	47	56	64	44	59	32	55	39	host	gene-R0792_RS00755	False	
